Nama,Rating,Tanggal,Ulasan
Royhan C. S. d.,8.5,11/08/2021,"Lokasi di pusat kota, staf sangat membantu dan ramah, sarapannya lengkap dan enak."
mariarta s.,8.5,11/01/2021,
junedi j.,8.5,11/01/2021,"Kamarnya nyaman bersih dan luas, breakfast nya enak dan banyak menunya. Staffnya friendly apalagi Chef Edy Antoko, Sangat ramah dan cepat tanggap membantu tamu, next time kesini lagi."
Mhd S.,8.5,10/23/2021,
Roy H.,8.5,10/19/2021,
Suprapto,8.5,10/11/2021,Saya sangat menikmati akomodasi ini bersama keluarga menghabiskan akhir pekan di aston Hotel.
Suprapto,8.5,10/06/2021,Akomodasi cepat ramah dan bersih
Roy H.,8.5,10/19/2021,
Suprapto,8.5,10/11/2021,Saya sangat menikmati akomodasi ini bersama keluarga menghabiskan akhir pekan di aston Hotel.
Suprapto,8.5,10/06/2021,Akomodasi cepat ramah dan bersih
Avizen A.,8.5,08/29/2021,Sangat menyenangkan dengan pelayanan yang baik dan ramah. Next bakalan nginap lagi di sini.
Suprapto,8.5,08/23/2021,Akomodasi ini sangat pas buat keluarga
Suprapto,8.5,08/15/2021,Akomodasi ini cocok untuk istirahat bersama pasangan
herlina o.,8.5,08/09/2021,". Sangat menikmati menginap di sana, kamar super bersih dan rapihh, pelayanan sangat ramaah itu yang paling bikin nyaman, dan makan enak enak."
Avizen A.,8.5,08/29/2021,Sangat menyenangkan dengan pelayanan yang baik dan ramah. Next bakalan nginap lagi di sini.
Suprapto,8.5,08/23/2021,Akomodasi ini sangat pas buat keluarga
Suprapto,8.5,08/15/2021,Akomodasi ini cocok untuk istirahat bersama pasangan
herlina o.,8.5,08/09/2021,". Sangat menikmati menginap di sana, kamar super bersih dan rapihh, pelayanan sangat ramaah itu yang paling bikin nyaman, dan makan enak enak."
junedi j.,8.5,07/19/2021,"Kamar bersih dan nyaman, sarapan walau kena ppkm tetapi enak juga makan di kamar, cuma fasilitas fitnessnya tidak bisa dipake karena kena ppkm."
Meri S.,8.5,07/15/2021,"Pelayanan yang ramah, cepat tanggap dan service yang memuaskan"
yeni s.,8.5,07/13/2021,"Salah satu hotel yang menerapkan protokol kesehatan yang baik, makanan nya semua nya enak. Karena dapat flight malam alhamdulillah dikasih up grade kamar tanpa biaya tambahan. Terima kasih aston batam"
junedi j.,8.5,07/19/2021,"Kamar bersih dan nyaman, sarapan walau kena ppkm tetapi enak juga makan di kamar, cuma fasilitas fitnessnya tidak bisa dipake karena kena ppkm."
Meri S.,8.5,07/15/2021,"Pelayanan yang ramah, cepat tanggap dan service yang memuaskan"
yeni s.,8.5,07/13/2021,"Salah satu hotel yang menerapkan protokol kesehatan yang baik, makanan nya semua nya enak. Karena dapat flight malam alhamdulillah dikasih up grade kamar tanpa biaya tambahan. Terima kasih aston batam"
Susi N.,8.5,06/25/2021,Hotel yang sangat menyenangkan. Bersih & sangat menjaga protokol kesehatan. Makanannya juga enak-enak. Ayam bakar pandannya suka banget. Pelayanannya ramah. Recommended banget.
andi a.,8.5,06/08/2021,Akomodasinya sama seperti gambar dan luas dan nyaman
sonti m. h.,8.5,05/20/2021,"Baru pertama sekali bawa keluarga untuk staycation di hotel, sangat puas dengan pelayanan, fasilitas dan makanan di hotel ini. Jika ada rezeki lagi kami mau kembali datang untuk menikmati semua yang ada di Aston Batam."
santi y.,8.5,05/16/2021,"Ke-2 kalinya menginap di aston, untuk sarapannya sangat recommended, tapi untuk kamar type superior, tidak ada single bed (tempat tidur terpisah). Terima kasih."
Rosmaida S.,8.5,05/14/2021,
Susi N.,8.5,06/25/2021,Hotel yang sangat menyenangkan. Bersih & sangat menjaga protokol kesehatan. Makanannya juga enak-enak. Ayam bakar pandannya suka banget. Pelayanannya ramah. Recommended banget.
andi a.,8.5,06/08/2021,Akomodasinya sama seperti gambar dan luas dan nyaman
sonti m. h.,8.5,05/20/2021,"Baru pertama sekali bawa keluarga untuk staycation di hotel, sangat puas dengan pelayanan, fasilitas dan makanan di hotel ini. Jika ada rezeki lagi kami mau kembali datang untuk menikmati semua yang ada di Aston Batam."
santi y.,8.5,05/16/2021,"Ke-2 kalinya menginap di aston, untuk sarapannya sangat recommended, tapi untuk kamar type superior, tidak ada single bed (tempat tidur terpisah). Terima kasih."
Rosmaida S.,8.5,05/14/2021,
Rice O. U.,8.5,04/19/2021,"Memuaskan, ramah dan sopan ?"
Mariyana,8.5,04/05/2021,
netra f.,8.5,03/11/2021,
ELI F.,8.5,03/11/2021,"Luar biasa menyenangkan menginap di hotel aston, keluarga kami tidak perlu khawatir karena hotelnya sangat menerapkan protokol kesehatan di masa pandemi ini, dan makanannya pun enak-enak."
Rice O. U.,8.5,04/19/2021,"Memuaskan, ramah dan sopan ?"
Mariyana,8.5,04/05/2021,
netra f.,8.5,03/11/2021,
ELI F.,8.5,03/11/2021,"Luar biasa menyenangkan menginap di hotel aston, keluarga kami tidak perlu khawatir karena hotelnya sangat menerapkan protokol kesehatan di masa pandemi ini, dan makanannya pun enak-enak."
Selly S.,8.5,01/29/2021,
Guest,8.5,01/05/2021,"Kamar cukup luas, kamar mandi ada bathtub, bersih, sarapan lumayan bervariasi walaupun disaat pandemi, kolam renang anak kurang bervariasi."
Selly S.,8.5,01/29/2021,
Guest,8.5,01/05/2021,"Kamar cukup luas, kamar mandi ada bathtub, bersih, sarapan lumayan bervariasi walaupun disaat pandemi, kolam renang anak kurang bervariasi."
Mirat F.,8.5,01/05/2021,"Hotel bagus, layanan memuaskan, fasilitas lengkap."
Desi N. S.,8.5,01/04/2021,"Nyaman, menu sarapan bervariasi, mengikuti protokol kesehatan."
sutarno,8.5,01/03/2021,
Mirat F.,8.5,01/05/2021,"Hotel bagus, layanan memuaskan, fasilitas lengkap."
Desi N. S.,8.5,01/04/2021,"Nyaman, menu sarapan bervariasi, mengikuti protokol kesehatan."
sutarno,8.5,01/03/2021,
Elanda E. P.,8.5,01/01/2021,"Kamarnya bersih, toilet bersih, cuma kulkasnya saja yang tidak dingin."
Maulina S.,8.5,12/27/2020,"Direkomendasikan pokoknya menginap disini, nyaman, kamar luas. dan menerapkan protokol kesehatan. Jadi tidak terlu khawatir."
Elanda E. P.,8.5,01/01/2021,"Kamarnya bersih, toilet bersih, cuma kulkasnya saja yang tidak dingin."
Maulina S.,8.5,12/27/2020,"Direkomendasikan pokoknya menginap disini, nyaman, kamar luas. dan menerapkan protokol kesehatan. Jadi tidak terlu khawatir."
SANTI,8.5,12/13/2020,"Pas check-in, karena kena weekend jadi lama banget, nunggu sampai 1 jam karena kamar belum siap tapi worth it. kamarnya keren terutama bathtubnya. Air kolamnya cukup dingin karena pas menginap memang gerimis, sayang tidak ada loker penyimpanan barang. Sarapannya oke, banyak pilihan walaupun masa pandemi. Oh iya, kalau bisa ditambah menu vegetarian dong, sekuarang banyak yang vegetarian. Maret 2021 bakal menginap sini lagi."
Herliza,8.5,12/09/2020,"Kamarnya luas, nyaman, proses check-in cepat, staffnya ramah-ramah, kebetulan suami ulang tahun dikasih surprise cake, breakfastnya juga enak banget, thanks aston."
SANTI,8.5,12/13/2020,"Pas check-in, karena kena weekend jadi lama banget, nunggu sampai 1 jam karena kamar belum siap tapi worth it. kamarnya keren terutama bathtubnya. Air kolamnya cukup dingin karena pas menginap memang gerimis, sayang tidak ada loker penyimpanan barang. Sarapannya oke, banyak pilihan walaupun masa pandemi. Oh iya, kalau bisa ditambah menu vegetarian dong, sekuarang banyak yang vegetarian. Maret 2021 bakal menginap sini lagi."
Herliza,8.5,12/09/2020,"Kamarnya luas, nyaman, proses check-in cepat, staffnya ramah-ramah, kebetulan suami ulang tahun dikasih surprise cake, breakfastnya juga enak banget, thanks aston."
Marisa S. N.,8.5,12/02/2020,"Menyenangkan, bagus dan nyaman."
selvi a.,8.5,11/29/2020,"Sangat menyenangkan menginap di aston, kamar bersih, makanan juga enak. ??"
Renny A.,8.5,11/23/2020,Saya dan suami serta anak sangat menikmati stay di Aston Batam selain bersih dan nyaman buat anak-anak saat pandemi protokol kesehatan ketat dijalankan.
Febrianti A.,8.5,11/22/2020,
DESI S. R.,8.5,11/17/2020,
Roni A.,8.5,11/14/2020,"Overall bagus hotelnya, kamar superior tidak ada bathub, sarapan biasa saja variasinya kurang."
Marisa S. N.,8.5,12/02/2020,"Menyenangkan, bagus dan nyaman."
selvi a.,8.5,11/29/2020,"Sangat menyenangkan menginap di aston, kamar bersih, makanan juga enak. ??"
Renny A.,8.5,11/23/2020,Saya dan suami serta anak sangat menikmati stay di Aston Batam selain bersih dan nyaman buat anak-anak saat pandemi protokol kesehatan ketat dijalankan.
Febrianti A.,8.5,11/22/2020,
DESI S. R.,8.5,11/17/2020,
Roni A.,8.5,11/14/2020,"Overall bagus hotelnya, kamar superior tidak ada bathub, sarapan biasa saja variasinya kurang."
Ema L. S.,8.5,10/29/2020,"Menginap disini karena mikiri anak-anak biar bisa berenang. Tapi air kolamnya ruar biasa dinginya, pulang pulang masuk angin."
Rahmat H.,8.5,Profil ini privat.,"Kamar oke punya, sarapan sip lah."
Mira A. O.,8.5,10/11/2020,"Bersih, nyaman, fasilitas lengkap, makanan oke."
Nurmala,8.5,10/04/2020,
Ema L. S.,8.5,10/29/2020,"Menginap disini karena mikiri anak-anak biar bisa berenang. Tapi air kolamnya ruar biasa dinginya, pulang pulang masuk angin."
Rahmat H.,8.5,Profil ini privat.,"Kamar oke punya, sarapan sip lah."
Mira A. O.,8.5,10/11/2020,"Bersih, nyaman, fasilitas lengkap, makanan oke."
Nurmala,8.5,10/04/2020,
Irfan S.,8.5,Profil ini privat.,
JODI S.,8.5,09/21/2020,"Sangat memuaskan , pengen liburan kesana lagi yang pastinya , jika ada waktu free , dan ditunggu promo promo selanjutnya , good job aston batam??"
sutrisno,8.5,09/20/2020,
Alfan Z. A.,8.5,09/18/2020,"Pelayanan cukup baik, breakfast cukup baik."
Irfan S.,8.5,Profil ini privat.,
JODI S.,8.5,09/21/2020,"Sangat memuaskan , pengen liburan kesana lagi yang pastinya , jika ada waktu free , dan ditunggu promo promo selanjutnya , good job aston batam??"
sutrisno,8.5,09/20/2020,
Alfan Z. A.,8.5,09/18/2020,"Pelayanan cukup baik, breakfast cukup baik."
Yudha P. A.,8.5,09/11/2020,"Dapat upgrade kamar yang sebelumnya suite ke 2 bedroom apartment, lebih luas, kamar bersih dan nyaman. Pemandangan malam harinya juga bagus. Sayang karena efek covid suasana di batam relatif sepi tidak seramai biasanya."
Herdianti,8.5,08/23/2020,
Yudha P. A.,8.5,09/11/2020,"Dapat upgrade kamar yang sebelumnya suite ke 2 bedroom apartment, lebih luas, kamar bersih dan nyaman. Pemandangan malam harinya juga bagus. Sayang karena efek covid suasana di batam relatif sepi tidak seramai biasanya."
Herdianti,8.5,08/23/2020,
Kanti W. R.,8.5,08/13/2020,"Bersih, pelayanan oke, proses check-in check-out cepat. Tapi breakfastnya tidak lengkap karena lagi covid gini. Overall oke."
Indra B.,8.5,08/05/2020,"Hotel sangat bersih dan menyenangkan untuk liburan bersama keluarga, pelayanannya juga sangat memuaskan."
Kanti W. R.,8.5,08/13/2020,"Bersih, pelayanan oke, proses check-in check-out cepat. Tapi breakfastnya tidak lengkap karena lagi covid gini. Overall oke."
Indra B.,8.5,08/05/2020,"Hotel sangat bersih dan menyenangkan untuk liburan bersama keluarga, pelayanannya juga sangat memuaskan."
yofa a.,8.5,07/20/2020,Pelayanan bagus saya sudah beberapa kali menginap disini.
Sandi P.,8.5,07/09/2020,"Protokol covid berjalan dengan baik, jadi kita merasa aman tapi tetap nyaman menginap di hotel ini. lokasi strategis di tengah kota. Pelayanan ramah dan cepat."
Putri R.,8.5,06/16/2020,
Rian K.,8.5,06/16/2020,Kamarnya bersih dan sangat nyaman. cuma sarapannya terkesan biasa saja.
yofa a.,8.5,07/20/2020,Pelayanan bagus saya sudah beberapa kali menginap disini.
Sandi P.,8.5,07/09/2020,"Protokol covid berjalan dengan baik, jadi kita merasa aman tapi tetap nyaman menginap di hotel ini. lokasi strategis di tengah kota. Pelayanan ramah dan cepat."
Putri R.,8.5,06/16/2020,
Rian K.,8.5,06/16/2020,Kamarnya bersih dan sangat nyaman. cuma sarapannya terkesan biasa saja.
Eko Y. P.,8.5,02/28/2020,"Memuaskan pokoknya, saya pas ultah dapat surprise datangkan di kamar pagi-pagi dikasih kue sama mbak-mbak karyawan hotelnya."
Ratih L.,8.5,02/19/2020,"Akomodasi ini sangat cocok untuk keluarga, kamar bersih dan lokasi strategis."
Eko Y. P.,8.5,02/28/2020,"Memuaskan pokoknya, saya pas ultah dapat surprise datangkan di kamar pagi-pagi dikasih kue sama mbak-mbak karyawan hotelnya."
Ratih L.,8.5,02/19/2020,"Akomodasi ini sangat cocok untuk keluarga, kamar bersih dan lokasi strategis."
Rahma H. F.,8.5,05/10/2019,"Saya suka bermalam disana. Tempatnya sangat bersih dan rapi. benar, top cer."
Rahma H. F.,8.5,05/10/2019,"Saya suka bermalam disana. Tempatnya sangat bersih dan rapi. benar, top cer."
dedek W.,8.5,02/25/2019,
Viloralista A.,8.5,02/11/2019,"Family roomnya besar dan nyaman, sarapan enak, lokasi yang strategis."
dedek W.,8.5,02/25/2019,
Viloralista A.,8.5,02/11/2019,"Family roomnya besar dan nyaman, sarapan enak, lokasi yang strategis."
Fedryk S. H.,8.5,01/01/2019,"Kamar bersih, sarapan enak, dan berkualitas. Sesuai dengan budgetnya."
Dian D.,8.5,12/31/2018,"Nyaman dan bersih, senang berlibur disini."
Winarni,8.5,12/29/2018,"Hotelnya bersih, menu makan paginya banyak dan asik buat liburan."
Fedryk S. H.,8.5,01/01/2019,"Kamar bersih, sarapan enak, dan berkualitas. Sesuai dengan budgetnya."
Dian D.,8.5,12/31/2018,"Nyaman dan bersih, senang berlibur disini."
Winarni,8.5,12/29/2018,"Hotelnya bersih, menu makan paginya banyak dan asik buat liburan."
Neni T.,8.5,12/29/2018,"Sangat puas dan sangat menyenangkan liburan bersama keluarga, recommended banget deh. kamar sangat bersih dan nyaman, makanan enak dan banyak variasi"
Irapraja,8.5,12/22/2018,"Pengalaman menginap yang sangat menyenangkan, lingkungan yang bersih, fasilitas yang mempuni karyawan hotel yang ramah, Menu breakfast-nya banyak dan transportasi online pun bisa masuk ke hotel tidak seperti hotel-hotel lain di kota batam yang tidak bisa dijangkau oleh transpo. Namun harapan saya pihak hotel menambah lipnya saja."
Neni T.,8.5,12/29/2018,"Sangat puas dan sangat menyenangkan liburan bersama keluarga, recommended banget deh. kamar sangat bersih dan nyaman, makanan enak dan banyak variasi"
Irapraja,8.5,12/22/2018,"Pengalaman menginap yang sangat menyenangkan, lingkungan yang bersih, fasilitas yang mempuni karyawan hotel yang ramah, Menu breakfast-nya banyak dan transportasi online pun bisa masuk ke hotel tidak seperti hotel-hotel lain di kota batam yang tidak bisa dijangkau oleh transpo. Namun harapan saya pihak hotel menambah lipnya saja."
Handojo,8.5,11/20/2018,Bagus semuanya baru dan pelayanan baik.
Lauretto M.,8.5,11/16/2018,Kamar luas dan bersih. masih baru. Mohon dipertahaankan. Rasa makanan pada saat breakfast perlu ditingkatkan.
Handojo,8.5,11/20/2018,Bagus semuanya baru dan pelayanan baik.
Lauretto M.,8.5,11/16/2018,Kamar luas dan bersih. masih baru. Mohon dipertahaankan. Rasa makanan pada saat breakfast perlu ditingkatkan.
Doli B.,8.5,Profil ini privat.,
Gendhi A.,8.5,09/15/2018,Hotel ini sangat bagus untuk wisata keluarga.
Doli B.,8.5,Profil ini privat.,
Gendhi A.,8.5,09/15/2018,Hotel ini sangat bagus untuk wisata keluarga.
dani s.,8.5,07/23/2018,"Hotel baru, semua peralatan modern, makanan enak dan lengkap, ada kolam renang, pelayanan ramah. Mantap"
folata a.,8.5,07/02/2018,"Hotelnya masih baru, designnya bagus and sarapan paginya bervariasi"
dani s.,8.5,07/23/2018,"Hotel baru, semua peralatan modern, makanan enak dan lengkap, ada kolam renang, pelayanan ramah. Mantap"
folata a.,8.5,07/02/2018,"Hotelnya masih baru, designnya bagus and sarapan paginya bervariasi"
Viloralista A.,8.5,06/19/2018,"Fasilitas dan service yg memuaskan, family room luas dan cocok untuk keluarga, lokasi juga strategis, hanya tidak ada tanda arah kiblat dikamar, saran utk memberikan tanda arah kiblat dikamar supaya memudahkan umat muslim untuk beribadah."
Viloralista A.,8.5,06/19/2018,"Fasilitas dan service yg memuaskan, family room luas dan cocok untuk keluarga, lokasi juga strategis, hanya tidak ada tanda arah kiblat dikamar, saran utk memberikan tanda arah kiblat dikamar supaya memudahkan umat muslim untuk beribadah."
Akbar H.,8.5,06/14/2018,"Sangat nyaman menginap di Aston Batam ini, fasilitas memuaskan."
agung s.,8.5,06/14/2018,Bagus dan bersih dan makanannya lengkap.
Akbar H.,8.5,06/14/2018,"Sangat nyaman menginap di Aston Batam ini, fasilitas memuaskan."
agung s.,8.5,06/14/2018,Bagus dan bersih dan makanannya lengkap.
Ali A.,8.5,06/02/2018,
Adam,8.5,05/31/2018,"Lumayan bersih, tapi sedikit kurang puas dengan pelayanan."
Nur A. A.,8.5,05/28/2018,Anak-anak merasa senang dan nyaman menginap di hotel Aston. pengen menginap lagi.
Ali A.,8.5,06/02/2018,
Adam,8.5,05/31/2018,"Lumayan bersih, tapi sedikit kurang puas dengan pelayanan."
Nur A. A.,8.5,05/28/2018,Anak-anak merasa senang dan nyaman menginap di hotel Aston. pengen menginap lagi.
Juhli E. S.,8.5,05/06/2018,Hotel yang sangat menyenangkan. Pertahankan!
Fery S.,8.5,04/28/2018,Hotel yang nyaman di tengah kota Batam.
Rudyanto,8.5,04/16/2018,
Juhli E. S.,8.5,05/06/2018,Hotel yang sangat menyenangkan. Pertahankan!
Fery S.,8.5,04/28/2018,Hotel yang nyaman di tengah kota Batam.
Rudyanto,8.5,04/16/2018,
choirudin,8.5,03/07/2018,"Sip, mantap, memuaskan, nggak salah pilih hotel"
novi d.,8.5,02/26/2018,"Pelayanannya ramah, kamarnya bagus karena hotel baru juga, swimming pool nya juga bagus, pokoknya fasilitasnya oke lah."
Muhammad R. H.,8.5,02/14/2018,"Masih baru, interior sangat bagus, tetapi harga kalau bisa diturunkan lagi."
choirudin,8.5,03/07/2018,"Sip, mantap, memuaskan, nggak salah pilih hotel"
novi d.,8.5,02/26/2018,"Pelayanannya ramah, kamarnya bagus karena hotel baru juga, swimming pool nya juga bagus, pokoknya fasilitasnya oke lah."
Muhammad R. H.,8.5,02/14/2018,"Masih baru, interior sangat bagus, tetapi harga kalau bisa diturunkan lagi."
Yuda B.,8.5,01/02/2018,"Di kamar tidak ada sign arah kiblat dan sajadah. Kamar yang allow untuk smoking tidak tersedia. Parking di basement membingungkan, sign board exit tidak tersedia hanya di paint di lantai jalan. Sarapan pagi fantastic sangat memuaskan, kebersihan bagus."
Yuda B.,8.5,01/02/2018,"Di kamar tidak ada sign arah kiblat dan sajadah. Kamar yang allow untuk smoking tidak tersedia. Parking di basement membingungkan, sign board exit tidak tersedia hanya di paint di lantai jalan. Sarapan pagi fantastic sangat memuaskan, kebersihan bagus."
muhammad y.,8.5,12/24/2017,"Di Aston enak, makanannya juga enak banyak macam-macam makanan, pekerjanya juga ramah-ramah."
Afrida W. N.,8.5,11/29/2017,"Kamar rapi, makanan enak tapi bagian lobby kurang banyak petugas, masih harus antri lama untuk mendapat pelayanan."
Lily D.,8.5,11/28/2017,"Hotelnya bagus, pelayananan juga oke."
berno f.,8.5,11/27/2017,"Bagus, bersih, nyaman, pelayanan cepat, mantap"
muhammad y.,8.5,12/24/2017,"Di Aston enak, makanannya juga enak banyak macam-macam makanan, pekerjanya juga ramah-ramah."
Afrida W. N.,8.5,11/29/2017,"Kamar rapi, makanan enak tapi bagian lobby kurang banyak petugas, masih harus antri lama untuk mendapat pelayanan."
Lily D.,8.5,11/28/2017,"Hotelnya bagus, pelayananan juga oke."
berno f.,8.5,11/27/2017,"Bagus, bersih, nyaman, pelayanan cepat, mantap"
Irmayanti S.,8.5,10/29/2017,Hotelnya nyaman dan petugasnya ramah
lusi,8.5,10/25/2017,Bersih and nyaman enak di tinggali
Irmayanti S.,8.5,10/29/2017,Hotelnya nyaman dan petugasnya ramah
lusi,8.5,10/25/2017,Bersih and nyaman enak di tinggali
eliyah b.,8.5,10/16/2017,TV kabel di kamar kurang oke untuk breakfast kategori bintang 4 masih kurang variatif . So far so good lah karena hotel baru
Ferry Y. D. P.,8.5,10/01/2017,"Hotel yang bagus, kamarnya luas, pelayanannya memuaskan. Makanan enak-enak tapi kurang variatif."
eliyah b.,8.5,10/16/2017,TV kabel di kamar kurang oke untuk breakfast kategori bintang 4 masih kurang variatif . So far so good lah karena hotel baru
Ferry Y. D. P.,8.5,10/01/2017,"Hotel yang bagus, kamarnya luas, pelayanannya memuaskan. Makanan enak-enak tapi kurang variatif."
Guest,8.5,09/25/2017,sempurna.. dapat menjadi salah satu tempat pilihan keluarga untuk liburan
Andrianie A.,8.5,03/13/2023,Pengalaman menginap yang sangat menyenangkan untuk bisnis. Sangat bersih dan sarapannya luar biasa!
Guest,8.5,09/25/2017,sempurna.. dapat menjadi salah satu tempat pilihan keluarga untuk liburan
Andrianie A.,8.5,03/13/2023,Pengalaman menginap yang sangat menyenangkan untuk bisnis. Sangat bersih dan sarapannya luar biasa!
Alvin,8.5,10/15/2022,Semuanya bagus kecuali mereka tidak memiliki lemari es di kamar. Sarapan sangat banyak variasi pilihan.
Ismangil H.,8.5,08/14/2022,Selalu merasa seperti di rumah. Staf v ramah dan murah senyum. .
Ismangil H.,8.5,07/29/2022,Merasa seperti di rumah sendiri ketika tinggal di sini!
Ismail D.,8.5,07/09/2022,"Karyawan yang membantu dan baik hati, mudah mendapatkan informasi tentang kota. Tempat yang bagus untuk tinggal."
Alvin,8.5,10/15/2022,Semuanya bagus kecuali mereka tidak memiliki lemari es di kamar. Sarapan sangat banyak variasi pilihan.
Ismangil H.,8.5,08/14/2022,Selalu merasa seperti di rumah. Staf v ramah dan murah senyum. .
Ismangil H.,8.5,07/29/2022,Merasa seperti di rumah sendiri ketika tinggal di sini!
Ismail D.,8.5,07/09/2022,"Karyawan yang membantu dan baik hati, mudah mendapatkan informasi tentang kota. Tempat yang bagus untuk tinggal."
Luluk A. B.,8.5,05/18/2022,Yang paling berkesan adalah menu sarapannya yang sangat enak & bervariasi.
Devik H.,8.5,12/16/2021,"Hotel yang bagus untuk menginap, Sarapan enak dan berharap bisa terlambat check out."
Eko S. M. F. N. A. S. A.,8.5,12/11/2021,"Bagus, hotel baru, harga terjangkau, tempat menginap yang nyaman."
Luluk A. B.,8.5,05/18/2022,Yang paling berkesan adalah menu sarapannya yang sangat enak & bervariasi.
Devik H.,8.5,12/16/2021,"Hotel yang bagus untuk menginap, Sarapan enak dan berharap bisa terlambat check out."
Eko S. M. F. N. A. S. A.,8.5,12/11/2021,"Bagus, hotel baru, harga terjangkau, tempat menginap yang nyaman."
WILLIAM T. C. N.,8.5,03/07/2021,Hotel yang cukup baru dan semuanya baik dari tempat tidur hingga bantal.
WILLIAM T. C. N.,8.5,03/07/2021,Hotel yang cukup baru dan semuanya baik dari tempat tidur hingga bantal.
Gitaisma P. D.,8.5,11/14/2020,Hotel ini sangat bagus dalam layanan dan kamar
Gitaisma P. D.,8.5,11/14/2020,Hotel ini sangat bagus dalam layanan dan kamar
Ardoan A. U.,8.5,10/29/2020,"Kamar memiliki pemandangan yang indah, di pusat kota Batam."
fyla m.,8.5,02/28/2020,"Hotel yang bagus, sarapan ..."
Anwar S.,8.5,01/20/2020,"akomodasi yang bagus ,,, nyaman untuk bisnis"
Henny P.,8.5,01/20/2020,"Sangat luar biasa. Kamarnya sangat nyaman. Dan pelayan itu sangat membantu, ketika anak saya meminta sesuatu. Dan kita akan menginap di Aston lagi, jika kita kembali ke Batam."
Ardoan A. U.,8.5,10/29/2020,"Kamar memiliki pemandangan yang indah, di pusat kota Batam."
fyla m.,8.5,02/28/2020,"Hotel yang bagus, sarapan ..."
Anwar S.,8.5,01/20/2020,"akomodasi yang bagus ,,, nyaman untuk bisnis"
Henny P.,8.5,01/20/2020,"Sangat luar biasa. Kamarnya sangat nyaman. Dan pelayan itu sangat membantu, ketika anak saya meminta sesuatu. Dan kita akan menginap di Aston lagi, jika kita kembali ke Batam."
Mohammad S.,8.5,07/11/2019,"Kamar hotel luas dan bersih, salah satu hotel favorit saya di Batam."
Andreas,8.5,06/05/2019,Kamarnya bagus dan bersih. Harga cocok
Mohammad S.,8.5,07/11/2019,"Kamar hotel luas dan bersih, salah satu hotel favorit saya di Batam."
Andreas,8.5,06/05/2019,Kamarnya bagus dan bersih. Harga cocok
Yati R. S.,8.5,02/27/2019,"Bersih dan nyaman, lokasi strategis."
Eko S.,8.5,11/27/2018,"Baik untuk perjalanan bisnis, hotel baru"
Yati R. S.,8.5,02/27/2019,"Bersih dan nyaman, lokasi strategis."
Eko S.,8.5,11/27/2018,"Baik untuk perjalanan bisnis, hotel baru"
Sasha O. A.,8.5,10/10/2018,"Ruangan itu bersih sarapan memiliki banyak pilihan yang sangat bagus, malu butuh waktu lama untuk check in."
HELYANA,8.5,09/15/2018,Tempat yang bagus dan pelayanan yang baik akan tinggal lagi
Indrawati K.,8.5,08/07/2018,kamar bagus &amp; pelayanan cepat tapi butuh kebersihan lebih.
Sasha O. A.,8.5,10/10/2018,"Ruangan itu bersih sarapan memiliki banyak pilihan yang sangat bagus, malu butuh waktu lama untuk check in."
HELYANA,8.5,09/15/2018,Tempat yang bagus dan pelayanan yang baik akan tinggal lagi
Indrawati K.,8.5,08/07/2018,kamar bagus &amp; pelayanan cepat tapi butuh kebersihan lebih.
Dwi S.,8.5,03/22/2018,"Hotel yang bagus untuk menginap. Makanan baik, staf ramah."
Hee Y. H.,8.5,02/27/2018,"Secara keseluruhan bagus, tapi pemanas air kamar saya sepertinya bermasalah, suhu airnya tidak bisa diperbaiki, terus diulang sampai panas dan dingin, dan teknisinya juga tidak bengkak (dia sepertinya tidak mengerti bahasa saya)."
Dwi S.,8.5,03/22/2018,"Hotel yang bagus untuk menginap. Makanan baik, staf ramah."
Hee Y. H.,8.5,02/27/2018,"Secara keseluruhan bagus, tapi pemanas air kamar saya sepertinya bermasalah, suhu airnya tidak bisa diperbaiki, terus diulang sampai panas dan dingin, dan teknisinya juga tidak bengkak (dia sepertinya tidak mengerti bahasa saya)."
Rindu N. D.,8.5,01/29/2018,"Hotel yang bagus, pemandangan indah, tempat yang indah"
susanto a.,8.5,01/23/2018,"Hotel ini juga terletak, masih baru dan bersih, lokasi dekat dimana-mana."
Mohammad S.,8.5,01/02/2018,"Direkomendasikan hotel untuk panggilan keluarga, hotel bagus, bersih, staf sangat rendah hati, terima kasih Aston."
Norhayati B. R.,8.5,11/19/2017,Tinggal yang menyenangkan Nyaman dan bersih.
Rindu N. D.,8.5,01/29/2018,"Hotel yang bagus, pemandangan indah, tempat yang indah"
susanto a.,8.5,01/23/2018,"Hotel ini juga terletak, masih baru dan bersih, lokasi dekat dimana-mana."
Mohammad S.,8.5,01/02/2018,"Direkomendasikan hotel untuk panggilan keluarga, hotel bagus, bersih, staf sangat rendah hati, terima kasih Aston."
Norhayati B. R.,8.5,11/19/2017,Tinggal yang menyenangkan Nyaman dan bersih.
Bayu L.,8.5,01/18/2023,I booked the deluxe plus which is the room in the apartment section. The room is spacious and equipped with mini pantry but the WiFi connection is quite slow. Its enough for cell phone but not fast enough for laptop browsing.
